id,active,civicAddress,aptNumber,street,city,neighbourhood,province,postalCode,country,listingType,price,livingArea,propertyAre,numOfBedrooms,numOfBathrooms,numOfFloors,yearBuilt,listedDate,propertyType
526,0,92968,119,Bunker Hill,Montreal,Norman Wells,Quebec,L2V 0P4,Canada,sale,41008460,2993,1271,8,10,10,2022-01-01,2012-04-09,condominium
527,1,7643,792,Shoshone,Montreal,Sechelt,Quebec,Q5M 8U8,Canada,rent,2378,4625,3354,6,9,10,2019-01-01,2012-07-10,triplex
528,1,2144,906,Mccormick,Montreal,Owen Sound,Quebec,M8Q 6F7,Canada,rent,1791,1951-01-01,6112,9,1,3,1962-01-01,2011-09-16,triplex
529,1,576,708,Farmco,Montreal,High Prairie,Quebec,K8R 1J9,Canada,sale,11113691,2163,2114,9,10,1,1990-01-01,2017-05-31,triplex
530,1,203,829,Weeping Birch,Montreal,Fox Creek,Quebec,D4R 4K9,Canada,sale,32242606,2443,6791,4,5,3,1930-01-01,2010-07-31,duplex
531,1,6,806,Corscot,Montreal,Stony Plain,Quebec,H9G 4L3,Canada,rent,203,2004,8911,6,8,9,2005-01-01,2014-03-07,single-family
532,1,8247,201,Weeping Birch,Montreal,Baie-Comeau,Quebec,U6P 2J2,Canada,sale,42857050,996,8299,8,3,6,1989-01-01,2015-10-08,duplex
533,0,5589,318,Corry,Montreal,Sainte-Anne-de-Bellevue,Quebec,I1P 6J1,Canada,sale,65021384,3566,5365,4,8,7,2022-01-01,2017-11-25,single-family
534,1,5015,946,Blackbird,Montreal,Pilot Butte,Quebec,K5U 3S0,Canada,sale,30383890,2624,3850,6,4,10,2006-01-01,2018-06-08,townhouse
535,1,626,515,8th,Montreal,Malartic,Quebec,W3H 7H5,Canada,sale,56214450,4515,8797,8,9,4,1994-01-01,2011-06-07,quadruplex
536,1,53,590,Saint Paul,Montreal,Coaticook,Quebec,V8Y 3S9,Canada,rent,1670,726,9688,8,7,9,1936-01-01,2014-08-28,other
537,1,96300,609,Westerfield,Montreal,Vaudreuil-Dorion,Quebec,D0W 6B3,Canada,rent,7817,3122,8962,4,8,4,1917-01-01,2010-08-21,studio
538,1,45,989,Monterey,Montreal,Dorchester,Quebec,O3E 5H6,Canada,sale,18601713,4461,3748,2,4,7,2012-01-01,2018-01-05,duplex
539,1,71559,613,Lotheville,Montreal,Richmond,Quebec,U8P 6O2,Canada,sale,87927164,1694,6443,4,9,1,1911-01-01,2010-07-29,townhouse
540,1,2,644,Delaware,Montreal,Gravelbourg,Quebec,N5J 1K8,Canada,sale,68775661,582,6663,1,8,3,1913-01-01,2020-06-09,townhouse
541,1,708,102,6th,Montreal,Lewisporte,Quebec,Z6I 5Z5,Canada,rent,9921,2899,6603,10,2,3,1916-01-01,2019-01-25,condominium
542,1,80,612,Westerfield,Montreal,Duncan,Quebec,Z5J 8M3,Canada,rent,9813,4370,4898,1,2,9,2003-01-01,2022-01-17,other
543,1,474,681,Butternut,Montreal,La Broquerie,Quebec,P4V 8E7,Canada,sale,98674260,2740,8172,3,4,6,1934-01-01,2015-03-30,triplex
544,1,611,382,Di Loreto,Montreal,Carbonear,Quebec,I4C 2G0,Canada,rent,4683,679,9276,6,10,1,1912-01-01,2020-03-04,triplex
545,1,2,908,Annamark,Montreal,Smoky Lake,Quebec,F1Q 7L5,Canada,rent,3835,1177,6231,5,5,2,2002-01-01,2013-11-26,triplex
546,1,60,348,Petterle,Montreal,Lambton Shores,Quebec,O3B 0N2,Canada,rent,1231,618,9797,2,7,8,2006-01-01,2021-09-25,condominium
547,0,7782,397,Morrow,Montreal,Cornwall,Quebec,O1S 1N2,Canada,rent,3220,2201,9127,7,1,10,1930-01-01,2010-10-19,condominium
548,1,5811,683,Daystar,Montreal,Daveluyville,Quebec,J7X 1G3,Canada,sale,28803257,3836,3352,2,4,9,1926-01-01,2018-07-31,single-family
549,1,256,389,Ilene,Montreal,Drummondville,Quebec,X1E 6P1,Canada,sale,33753342,2581,6338,9,9,6,1987-01-01,2012-07-09,triplex
550,1,86141,463,Packers,Montreal,Hudson,Quebec,O5D 4A5,Canada,sale,82790041,3295,9324,6,5,7,1906-01-01,2012-10-30,other
551,1,84,666,Hanover,Montreal,Asbestos,Quebec,C1C 2B2,Canada,rent,402,2101,3282,8,6,4,2019-01-01,2016-12-30,single-family
552,1,4779,970,Manufacturers,Montreal,Nackawic,Quebec,E5V 8Z6,Canada,rent,725,1417,7036,10,2,1,2022-01-01,2011-02-07,duplex
553,1,78,164,Dottie,Montreal,Matagami,Quebec,G1B 8N9,Canada,sale,67377595,3328,6089,3,7,6,1972-01-01,2010-11-20,triplex
554,1,23,871,Oxford,Montreal,Kimberley,Quebec,S6I 0M9,Canada,sale,63951244,1812,4906,3,9,6,1991-01-01,2018-09-27,condominium
555,1,7,783,Messerschmidt,Montreal,Two Hills,Quebec,U5B 8H0,Canada,sale,96219196,3111,7223,7,4,10,1967-01-01,2014-05-24,condominium
556,1,9462,753,Briar Crest,Montreal,Kamsack,Quebec,T7A 8L8,Canada,sale,52255881,2777,5814,2,4,6,1920-01-01,2012-08-22,single-family
557,1,9,969,Messerschmidt,Montreal,Toronto,Quebec,M3U 2R4,Canada,rent,4973,3591,9908,4,4,3,2012-01-01,2016-07-22,single-family
558,1,15030,981,Glendale,Montreal,Barrhead,Quebec,P3I 5H3,Canada,sale,16147624,3022,9637,8,4,8,1943-01-01,2020-01-29,duplex
559,1,35,408,Anhalt,Montreal,Watrous,Quebec,S4I 2B4,Canada,sale,31238686,4488,8700,5,8,2,1943-01-01,2017-10-15,other
560,1,6622,133,Katie,Montreal,Jasper Park Lodge,Quebec,V5P 2H4,Canada,sale,5900271,234,5016,1,2,9,1941-01-01,2013-01-24,quadruplex
561,1,231,762,Toban,Montreal,Delson,Quebec,B2T 2M9,Canada,sale,79437178,3340,4575,8,2,6,1955-01-01,2012-05-23,condominium
562,0,676,987,Mayfield,Montreal,Oxford,Quebec,Y5X 0T3,Canada,rent,4526,1925-01-01,2401,2,6,1,1924-01-01,2021-12-04,condominium
563,0,7745,281,Vidon,Montreal,Weyburn,Quebec,P3Q 9E8,Canada,rent,5694,4758,5730,3,2,8,1991-01-01,2015-07-16,other
564,1,4981,499,Pearson,Montreal,Wolfville,Quebec,O6U 4G4,Canada,sale,83377223,1796,9959,9,5,3,1973-01-01,2022-05-08,single-family
565,1,41,155,Luster,Montreal,Berthierville,Quebec,X8Y 3K0,Canada,sale,73238690,1763,8581,8,5,6,1993-01-01,2017-09-30,triplex
566,1,62,804,American,Montreal,Marathon,Quebec,A1G 2W0,Canada,sale,96313168,1310,2004,9,10,7,1916-01-01,2017-06-07,triplex
567,1,226,814,Scott,Montreal,Golden,Quebec,F2X 4W5,Canada,rent,7243,1381,8630,1,2,7,1956-01-01,2023-10-06,single-family
568,1,96628,137,Fieldstone,Montreal,Aylmer,Quebec,K6C 0V2,Canada,sale,10705299,2093,1281,8,6,1,2018-01-01,2013-01-26,other
569,1,9,393,Ruskin,Montreal,Bonnyville,Quebec,R2H 5R9,Canada,rent,7760,4415,9756,5,1,7,1954-01-01,2013-10-10,other
570,1,18,388,Bunting,Montreal,Val-d\'Or,Quebec,Q9N 7A8,Canada,rent,1911-01-01,587,9826,9,7,1,1996-01-01,2011-10-01,townhouse
571,1,78568,173,Mosinee,Montreal,Kitchener,Quebec,M3W 9S0,Canada,rent,7146,1850,6062,8,3,2,1956-01-01,2021-08-10,other
572,1,635,941,Summer Ridge,Montreal,Prince Rupert,Quebec,M9G 9L2,Canada,rent,6904,3208,5553,5,4,10,1974-01-01,2013-08-20,single-family
573,1,1,918,Susan,Montreal,Mont-Tremblant,Quebec,U7Z 2C0,Canada,rent,6502,236,7507,5,8,4,1981-01-01,2016-12-05,duplex
574,1,7,436,Maple Wood,Montreal,Macklin,Quebec,D4D 4R5,Canada,sale,79641538,1829,4759,1,7,8,2020-01-01,2018-10-04,other
575,0,31,786,4th,Montreal,Mont-Joli,Quebec,R1Q 2K0,Canada,rent,6225,3574,4728,2,7,4,1992-01-01,2012-01-20,studio
576,1,1,909,Bayside,Montreal,Barrhead,Quebec,D8E 2C6,Canada,rent,3163,3587,6622,2,1,9,2013-01-01,2011-07-30,studio
577,1,178,720,Ramsey,Montreal,Les Cèdres,Quebec,P4O 9A0,Canada,rent,9074,954,6288,1,9,7,2021-01-01,2018-02-13,duplex
578,1,93380,710,Homewood,Montreal,New Glasgow,Quebec,M3I 1W3,Canada,rent,3533,1797,3433,4,3,1,1970-01-01,2016-01-19,studio
579,1,71664,902,Vidon,Montreal,Labelle,Quebec,O3B 4U4,Canada,rent,2505,4409,5895,8,1,3,2021-01-01,2022-12-07,duplex
580,1,7890,803,Vahlen,Montreal,Sicamous,Quebec,V7M 1E8,Canada,sale,39253152,1903-01-01,1084,3,2,6,2009-01-01,2010-01-26,condominium
581,1,95602,893,Petterle,Montreal,Malartic,Quebec,B1G 7A2,Canada,sale,85036442,683,3110,2,5,4,2012-01-01,2016-07-09,triplex
582,1,0,169,Raven,Montreal,Meadow Lake,Quebec,E8K 6B6,Canada,rent,9060,2459,3833,1,10,9,1967-01-01,2011-11-04,townhouse
583,1,13,883,Brentwood,Montreal,Spirit River,Quebec,H1B 0V0,Canada,sale,96537771,1318,9470,2,8,1,1934-01-01,2010-10-21,townhouse
584,1,0,605,Fallview,Montreal,Brant,Quebec,I0V 2S8,Canada,rent,9790,379,6892,7,4,2,1974-01-01,2021-09-10,quadruplex
585,1,593,184,Doe Crossing,Montreal,Golden,Quebec,H8L 8N6,Canada,sale,82481448,2813,4318,6,8,6,1990-01-01,2012-04-03,duplex
586,1,4,244,Graceland,Montreal,Hudson,Quebec,Y8Y 2C9,Canada,rent,2945,3449,5636,6,7,2,1978-01-01,2012-09-19,quadruplex
587,1,103,711,Karstens,Montreal,Trois-Rivières,Quebec,S7G 1Y7,Canada,sale,99828733,2093,7728,6,10,3,1921-01-01,2011-09-22,single-family
588,1,3957,590,Hollow Ridge,Montreal,Moose Jaw,Quebec,A7G 9Y8,Canada,sale,1056116,2637,8266,2,3,3,1927-01-01,2012-12-18,condominium
589,1,64950,617,Everett,Montreal,Dalmeny,Quebec,K9R 5C1,Canada,rent,9949,4451,5415,6,7,6,2005-01-01,2016-01-12,condominium
590,1,332,805,Westerfield,Montreal,Dorchester,Quebec,G8N 8Z9,Canada,rent,1867,4806,2157,3,7,9,1969-01-01,2015-04-01,quadruplex
591,1,40616,529,Farmco,Montreal,Senneterre,Quebec,C9N 4R0,Canada,rent,1572,2548,1233,6,8,2,1917-01-01,2023-05-25,other
592,1,692,378,Fairfield,Montreal,Orillia,Quebec,K2V 0S2,Canada,sale,50040708,4225,3594,8,1,5,1960-01-01,2010-01-18,duplex
593,0,71,668,Hallows,Montreal,Oromocto,Quebec,M7U 4I7,Canada,rent,2493,1274,1588,1,3,8,1917-01-01,2013-01-04,duplex
594,1,4640,301,Reindahl,Montreal,Mattawa,Quebec,R5U 2U4,Canada,rent,4850,1145,2952,8,2,1,2011-01-01,2013-02-22,townhouse
595,1,642,730,Arkansas,Montreal,Maple Creek,Quebec,W0W 1W7,Canada,rent,4365,2812,2180,5,2,5,1916-01-01,2019-12-09,duplex
596,1,1,767,Sunfield,Montreal,Danville,Quebec,M4W 5R0,Canada,rent,8388,2718,2184,3,7,8,1957-01-01,2012-09-06,duplex
597,1,1619,641,Stang,Montreal,Martensville,Quebec,T8D 8W1,Canada,sale,63232019,3568,4976,2,9,2,1976-01-01,2012-10-10,quadruplex
598,0,3,179,Oak Valley,Montreal,Harrison Brook,Quebec,N7N 5F6,Canada,sale,47768765,698,8607,6,5,8,1955-01-01,2014-06-21,duplex
599,1,53,250,Kenwood,Montreal,Salaberry-de-Valleyfield,Quebec,Y8N 3X5,Canada,rent,8464,4749,8669,10,4,2,1992-01-01,2012-08-25,other
600,1,25106,530,Chive,Montreal,Sainte-Sophie,Quebec,U2G 5D5,Canada,rent,9578,3698,8441,5,7,10,2019-01-01,2010-05-15,studio
601,1,9950,202,Utah,Montreal,Athabasca,Quebec,N3T 7J3,Canada,rent,3544,2125,6424,9,6,9,1922-01-01,2014-01-08,duplex
602,1,2799,721,Loomis,Montreal,Kamsack,Quebec,P6X 6Q8,Canada,sale,76560967,137,6778,8,8,5,1913-01-01,2019-03-21,other
603,0,58,675,Johnson,Montreal,Edson,Quebec,O6S 0S3,Canada,rent,7402,525,1327,7,2,9,1917-01-01,2017-02-28,other
604,1,83,267,Independence,Montreal,Grand Bank,Quebec,Q1B 9F1,Canada,rent,1759,4328,6748,1,9,4,1941-01-01,2020-12-08,single-family
605,1,8,323,Eastwood,Montreal,Bonavista,Quebec,W4L 3J4,Canada,sale,81102740,4885,9429,1,3,1,1905-01-01,2021-04-14,triplex
606,1,7,765,Arapahoe,Montreal,Lac La Biche,Quebec,D7M 4V5,Canada,sale,31485657,1696,6020,2,2,3,1935-01-01,2022-11-18,studio
607,1,4,522,Eastwood,Montreal,Lunenburg,Quebec,C2E 9E4,Canada,sale,54954575,422,2054,3,3,4,1957-01-01,2016-12-30,townhouse
608,1,27,436,Westridge,Montreal,Kitimat,Quebec,U9R 6N9,Canada,sale,57296232,811,1043,2,6,3,1983-01-01,2012-12-15,other
609,1,5102,896,High Crossing,Montreal,Sundre,Quebec,N3C 5B6,Canada,rent,7199,2786,6010,1,9,9,1969-01-01,2023-05-30,other
610,0,13816,842,Sutteridge,Montreal,Olds,Quebec,I8Z 0S8,Canada,sale,25383010,3080,2093,5,2,5,2014-01-01,2021-09-17,condominium
611,1,7,415,Kim,Montreal,Miramichi,Quebec,L3S 8A9,Canada,rent,7546,344,8686,9,1,8,1998-01-01,2013-01-14,other
612,1,162,407,Novick,Montreal,Rosthern,Quebec,Y7I 5L1,Canada,rent,4657,1133,3290,7,6,2,1988-01-01,2023-09-13,duplex
613,1,7,167,Green,Montreal,Winnipeg,Quebec,W4Y 7Z4,Canada,sale,46099307,4682,6885,1,8,2,1957-01-01,2023-04-30,duplex
614,0,0,364,Sunnyside,Montreal,Pemberton,Quebec,D7T 4C5,Canada,rent,8742,1468,9410,10,3,8,1997-01-01,2017-01-14,studio
615,1,795,734,Prairie Rose,Montreal,Nackawic,Quebec,G2T 2B0,Canada,rent,1298,2995,7035,8,7,8,1999-01-01,2014-03-09,triplex
616,1,87,195,Bobwhite,Montreal,Mont-Saint-Hilaire,Quebec,R3D 7Z7,Canada,rent,7248,3199,2468,7,6,10,2017-01-01,2013-05-10,townhouse
617,1,905,414,Laurel,Montreal,St. Thomas,Quebec,W1T 7T7,Canada,sale,18608716,4442,8037,2,7,6,1949-01-01,2012-05-15,condominium
618,1,86608,539,Crowley,Montreal,Keswick,Quebec,V4O 5D9,Canada,sale,95479075,2944,3097,4,7,5,1988-01-01,2010-11-27,single-family
619,1,85,258,Rieder,Montreal,Ashcroft,Quebec,N7H 5P0,Canada,sale,42015658,4551,2182,1,2,9,1975-01-01,2015-04-13,studio
620,1,572,193,Anderson,Montreal,Neepawa,Quebec,B7H 7T9,Canada,sale,91827598,3918,1501,8,2,8,2012-01-01,2017-09-17,condominium
621,1,88817,223,Kim,Montreal,Princeton,Quebec,A0G 8L1,Canada,rent,1260,178,3534,3,6,7,2009-01-01,2015-02-24,studio
622,1,2249,515,Westridge,Montreal,Danville,Quebec,Y8H 5R2,Canada,sale,1935-01-017550,303,1793,10,8,5,1902-01-01,2020-07-25,studio
623,1,85,738,Ramsey,Montreal,Bedford,Quebec,Z2N 2T3,Canada,sale,37249723,2030,3562,7,3,4,1917-01-01,2014-09-11,studio
624,1,8,709,Corben,Montreal,Coaticook,Quebec,E6J 2G1,Canada,rent,4263,4653,7596,5,6,3,2000-01-01,2015-03-13,quadruplex
625,1,8,723,Eagan,Montreal,Kapuskasing,Quebec,D3I 5Q9,Canada,sale,60251679,4793,9309,9,7,1,1917-01-01,2011-02-01,single-family
626,1,20,541,Debs,Montreal,Roblin,Quebec,V2P 6O1,Canada,sale,18618420,4797,1398,7,5,9,2020-01-01,2010-07-17,other
627,1,21,274,Steensland,Montreal,Midland,Quebec,R8Q 3T3,Canada,sale,74994232,3036,7880,5,2,9,1933-01-01,2023-01-14,quadruplex
628,1,9,973,Dayton,Montreal,Ingersoll,Quebec,E1K 7B2,Canada,rent,2560,3689,9289,3,9,4,1958-01-01,2020-03-20,single-family
629,1,1164,389,Grim,Montreal,Baie-D\'Urfé,Quebec,V1P 1W1,Canada,rent,4031,3794,5769,4,4,7,2021-01-01,2023-09-29,duplex
630,1,1627,124,Debs,Montreal,Conception Bay South,Quebec,N7A 5Y5,Canada,rent,2498,4073,2707,6,1,7,1973-01-01,2020-03-22,townhouse
631,1,2,392,Merchant,Montreal,Havre-Saint-Pierre,Quebec,I7K 4G5,Canada,sale,88530550,1390,5351,4,10,9,1970-01-01,2012-11-12,studio
632,1,63458,125,Stephen,Montreal,Kingsey Falls,Quebec,G5X 1R0,Canada,sale,26524856,2675,2012-01-01,7,9,10,1928-01-01,2022-12-14,duplex
633,1,1,843,Westend,Montreal,Lachute,Quebec,O3J 7H7,Canada,sale,98731595,2665,7826,4,5,4,1911-01-01,2014-08-29,quadruplex
634,1,33496,475,Butterfield,Montreal,Saint-Bruno,Quebec,G1A 7M1,Canada,rent,9753,976,2801,1,7,7,2017-01-01,2014-09-30,condominium
635,1,163,406,Loftsgordon,Montreal,Timmins,Quebec,O0Z 9M8,Canada,sale,39027724,3056,5094,5,10,2,2019-01-01,2013-11-24,quadruplex
636,1,390,581,Calypso,Montreal,Thetford-Mines,Quebec,C7Y 7M8,Canada,sale,50240324,3796,5506,6,1,4,1981-01-01,2023-09-26,other
637,0,526,675,Loftsgordon,Montreal,Rosthern,Quebec,O7J 8I4,Canada,rent,4238,429,4044,9,10,6,1955-01-01,2010-03-10,quadruplex
638,1,6737,106,Park Meadow,Montreal,Lloydminster,Quebec,Y2M 0C8,Canada,rent,3270,1986-01-01,9727,4,6,5,2009-01-01,2013-01-08,studio
639,1,7183,968,Morrow,Montreal,Lavaltrie,Quebec,G1G 4X2,Canada,rent,5818,3360,9407,9,7,7,1907-01-01,2019-02-15,quadruplex
640,1,12302,215,Annamark,Montreal,Kindersley,Quebec,Y3F 8I7,Canada,rent,2254,1568,4063,10,9,9,1934-01-01,2012-05-08,duplex
641,1,1637,123,Haas,Montreal,Boucherville,Quebec,Q8V 7L4,Canada,sale,77278530,4966,8975,1,7,1,1956-01-01,2014-09-17,triplex
642,1,369,839,Eagle Crest,Montreal,Rimouski,Quebec,M8R 2E7,Canada,rent,5817,4469,2215,5,4,6,1989-01-01,2011-01-22,triplex
643,1,47948,338,Kenwood,Montreal,Lac-Mégantic,Quebec,V3T 6C2,Canada,rent,9349,167,2446,9,6,3,1955-01-01,2011-08-22,triplex
644,1,5229,147,Spohn,Montreal,Mont-Laurier,Quebec,A6U 1L5,Canada,sale,7580363,3679,9104,7,9,10,1983-01-01,2010-11-20,other
645,1,6252,835,Graedel,Montreal,Napanee Downtown,Quebec,V9T 3L8,Canada,rent,986,2010,8225,3,9,8,2001-01-01,2012-05-25,condominium
646,1,6,977,Laurel,Montreal,Flin Flon,Quebec,Z7B 1Z1,Canada,sale,13427264,1991-01-01,3554,5,2,1,2016-01-01,2016-07-01,duplex
647,1,1,990,Chive,Montreal,Kelowna,Quebec,W3V 7W8,Canada,sale,4174626,2721,3811,6,9,10,1917-01-01,2020-04-24,studio
648,1,8327,669,Vahlen,Montreal,Bassano,Quebec,P3U 3D7,Canada,sale,12323475,3225,5979,10,3,7,1927-01-01,2022-09-22,condominium
649,1,1,815,Mccormick,Montreal,Little Current,Quebec,P4P 5U6,Canada,sale,34140773,1494,2239,8,10,10,1939-01-01,2018-12-11,other
650,1,363,315,Sutherland,Montreal,Coaticook,Quebec,Q3X 2H6,Canada,rent,4242,4286,3089,7,8,6,1923-01-01,2011-08-12,triplex
651,1,0,310,Mosinee,Montreal,St. Thomas,Quebec,K4Z 0Z5,Canada,rent,8456,3710,8894,2,3,10,2005-01-01,2020-02-29,duplex
652,1,629,374,Burning Wood,Montreal,Pangnirtung,Quebec,B2P 7U1,Canada,rent,2076,3487,4716,3,1,2,1998-01-01,2022-07-10,triplex
653,1,1395,577,Harper,Montreal,Watrous,Quebec,Z4J 8Z1,Canada,sale,47355597,3130,3100,2,2,3,1979-01-01,2013-11-03,triplex
654,1,889,425,Northland,Montreal,Ladysmith,Quebec,F1G 9L8,Canada,sale,10933751,453,6371,10,3,10,1951-01-01,2017-01-13,other
655,0,7,842,5th,Montreal,Port Hawkesbury,Quebec,L7D 4T3,Canada,rent,7063,4478,3984,7,5,4,2018-01-01,2021-12-15,condominium
656,1,10820,136,Nancy,Montreal,Bay Roberts,Quebec,P5Y 4W0,Canada,sale,85130696,4335,4572,5,5,2,1952-01-01,2022-09-18,quadruplex
657,1,85641,624,Laurel,Montreal,Québec,Quebec,T2Y 2O9,Canada,rent,4911,148,6742,5,10,8,1969-01-01,2014-02-26,condominium
658,1,5,979,Express,Montreal,Golden,Quebec,R6G 4D9,Canada,rent,4432,1774,7736,3,6,6,2021-01-01,2018-10-19,quadruplex
659,1,53168,432,Claremont,Montreal,Meadow Lake,Quebec,A9W 2M4,Canada,rent,3725,3085,7776,7,4,10,1938-01-01,2016-07-20,other
660,1,1,978,Brown,Montreal,Cornwall,Quebec,W7Q 0O5,Canada,rent,1470,902,2496,6,5,9,1936-01-01,2010-01-10,single-family
661,1,2942,155,Del Sol,Montreal,Niagara Falls,Quebec,U4B 4F0,Canada,sale,72117737,983,6130,5,8,6,1903-01-01,2020-09-13,townhouse
662,1,8,180,Sugar,Montreal,Victoriaville,Quebec,B0W 1R6,Canada,rent,7628,1277,3606,4,8,3,1961-01-01,2012-01-19,triplex
663,1,76,676,Sage,Montreal,Digby,Quebec,G1P 8R0,Canada,sale,90456094,3229,6909,5,2,1,1938-01-01,2018-01-07,townhouse
664,1,971,536,Red Cloud,Montreal,Roblin,Quebec,Q4V 0U4,Canada,sale,88522694,1590,8843,5,10,8,1997-01-01,2014-08-10,townhouse
665,1,86,637,Crowley,Montreal,Sparwood,Quebec,E7E 0D2,Canada,rent,4845,2680,2107,4,4,6,1957-01-01,2015-03-15,other
666,1,2,281,Ilene,Montreal,Drummondville,Quebec,D9A 0A4,Canada,sale,2856945,701,7281,3,10,8,1909-01-01,2015-12-05,studio
667,1,95,177,Sherman,Montreal,Oakville,Quebec,P7S 9Z2,Canada,sale,3143297,1751,9509,1,5,3,1930-01-01,2013-04-24,single-family
668,1,7389,154,Leroy,Montreal,Nipawin,Quebec,M5K 5M0,Canada,sale,68460860,3198,9847,6,6,6,1998-01-01,2011-04-27,triplex
669,1,497,113,Del Mar,Montreal,Fermont,Quebec,I5F 7C8,Canada,sale,29160806,3126,6996,9,7,8,1991-01-01,2020-07-19,studio
670,1,708,743,Lien,Montreal,Nanaimo,Quebec,D0B 8I6,Canada,rent,5458,749,6075,3,3,8,1916-01-01,2023-03-15,triplex
671,0,8,857,Warrior,Montreal,Pembroke,Quebec,U6Q 0M1,Canada,rent,3026,2062,8757,2,1,1,1971-01-01,2023-02-18,studio
672,1,63252,790,Macpherson,Montreal,Fort Macleod,Quebec,V5M 3Q1,Canada,rent,6129,1622,1678,4,5,6,1992-01-01,2018-08-07,duplex
673,1,0,851,Texas,Montreal,Abbotsford,Quebec,P5D 2F7,Canada,rent,4490,1196,6066,6,2,3,1978-01-01,2019-06-17,condominium
674,1,2237,482,Kings,Montreal,Harbour Breton,Quebec,U4R 3K2,Canada,sale,59710817,837,4283,4,3,8,2020-01-01,2020-09-13,condominium
675,1,6,276,Summit,Montreal,Estevan,Quebec,R7G 1M0,Canada,rent,6903,2091,1591,1,1,1,1976-01-01,2018-06-06,townhouse
676,1,3,208,Atwood,Montreal,Baie-Saint-Paul,Quebec,K9S 6B8,Canada,rent,6766,922,7371,7,4,10,1955-01-01,2021-02-18,triplex
677,1,538,806,Heath,Montreal,Estevan,Quebec,A6Y 0J4,Canada,rent,8031,208,1350,5,1,2,1922-01-01,2021-03-18,studio
678,1,6798,659,Pawling,Montreal,Miramichi,Quebec,Z1C 0X6,Canada,sale,9758035,2311,9569,7,10,4,1962-01-01,2017-01-11,single-family
679,1,639,108,Crownhardt,Montreal,Lumsden,Quebec,W7D 0S7,Canada,rent,1940-01-01,2814,3781,7,8,8,1933-01-01,2019-08-09,studio
680,1,6334,833,Golf Course,Montreal,Bassano,Quebec,Q2L 0R1,Canada,rent,7451,629,2803,7,7,4,1998-01-01,2015-01-28,studio
681,1,63,209,Hanson,Montreal,Saint-André-Avellin,Quebec,L0I 0P2,Canada,rent,5668,4377,1679,9,9,6,1924-01-01,2019-11-27,other
682,1,8,618,Sommers,Montreal,Whitehorse,Quebec,J2X 6T1,Canada,rent,3698,1695,4580,5,8,7,1950-01-01,2022-12-18,other
683,1,53068,943,Holy Cross,Montreal,Stonewall,Quebec,T8A 2C4,Canada,rent,2602,139,8417,2,2,9,1967-01-01,2019-06-19,condominium
684,1,86,929,Muir,Montreal,London,Quebec,S2X 5R9,Canada,sale,16286185,4657,1889,10,7,10,1943-01-01,2023-07-30,condominium
685,1,9024,639,Anniversary,Montreal,Inuvik,Quebec,K5P 7D1,Canada,sale,99412257,2125,7428,6,6,4,1969-01-01,2015-04-05,triplex
686,1,6,318,Orin,Montreal,Marieville,Quebec,C7S 1F7,Canada,sale,31164210,2778,1321,9,5,2,2007-01-01,2023-04-15,studio
687,1,827,314,Katie,Montreal,Rosthern,Quebec,C6C 4O4,Canada,rent,3837,4445,9505,8,8,10,1998-01-01,2017-10-01,quadruplex
688,1,99,548,Johnson,Montreal,Kirkland,Quebec,S5H 7L6,Canada,sale,12674989,4431,4686,5,4,7,1958-01-01,2010-01-15,single-family
689,1,8,521,Crescent Oaks,Montreal,Lévis,Quebec,K5N 8G2,Canada,sale,51479413,3497,5777,4,3,3,1963-01-01,2016-05-01,studio
690,1,6931,507,Goodland,Montreal,Pictou,Quebec,U5O 6E3,Canada,sale,64898514,495,6705,8,3,5,1942-01-01,2023-03-12,condominium
691,1,3808,151,Lakeland,Montreal,Saint Andrews,Quebec,A1C 8Y1,Canada,sale,89497666,4010,9507,6,6,1,1934-01-01,2015-01-05,condominium
692,1,15252,201,Claremont,Montreal,Hantsport,Quebec,D2C 9H5,Canada,sale,3988751,2721,8909,2,1,3,2021-01-01,2012-06-12,townhouse
693,1,74,250,Heath,Montreal,L\'Épiphanie,Quebec,A5B 1B2,Canada,sale,18313828,3560,7833,5,1,10,1913-01-01,2016-01-10,duplex
694,0,0,258,Anniversary,Montreal,Saint-Bruno-de-Montarville,Quebec,C2R 2V6,Canada,rent,1671,373,1746,9,10,10,1983-01-01,2016-03-28,condominium
695,1,39,245,Petterle,Montreal,South River,Quebec,U5M 8R3,Canada,sale,44294548,793,5352,2,8,9,2006-01-01,2011-04-19,townhouse
696,1,51941,354,Manitowish,Montreal,Ottawa,Quebec,J3D 9Q2,Canada,sale,3883821,3510,6828,9,5,5,1936-01-01,2021-09-27,condominium
697,1,3116,609,Kinsman,Montreal,Whistler,Quebec,C4O 6A5,Canada,rent,4460,133,5640,7,1,2,1931-01-01,2021-06-21,studio
698,0,1657,106,Armistice,Montreal,L\'Île-Perrot,Quebec,K7I 5K9,Canada,sale,78157348,3074,6291,10,4,8,2019-01-01,2019-02-26,townhouse
699,0,2981,594,High Crossing,Montreal,Nackawic,Quebec,O8O 4D0,Canada,sale,97279365,2643,9843,3,7,8,1923-01-01,2020-06-28,single-family
700,1,74,927,Corry,Montreal,Grande Cache,Quebec,X5F 0V1,Canada,rent,2050,1465,1815,10,7,8,2003-01-01,2016-10-12,condominium
